// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707
// command took 3.55s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707
// command took 6.22s and exited with 0
// ***** Done, took 00:00:10 (10.09 sec)   *****
// Found 4 benchmarks:
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=100]
//   BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=200]
//   BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]

// **************************
// Benchmark: BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "cfde9253-421c-4de7-8825-58f7bf658707.dll" --benchmarkName "RESTvsGRPC.BenchmarkHarness.RestGetSmallPayloadAsync(IterationCount: 100)" --job "Default" --benchmarkId 0 in /Users/cds100/Projects/CodeMazeSourceCode/GRPCvsREST/bin/Release/netcoreapp3.1/cfde9253-421c-4de7-8825-58f7bf658707/bin/Release/netcoreapp3.1
Failed to set up high priority. Make sure you have the right permissions. Message: Permission denied
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
// GC=Concurrent Workstation
// Job: DefaultJob

  BenchmarkDotNet.Artifacts/results/RESTvsGRPC.BenchmarkHarness-report.html

// * Detailed results *
BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=100]
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 381.125 ms, StdErr = 1.650 ms (0.43%), N = 17, StdDev = 6.802 ms
Min = 370.612 ms, Q1 = 376.227 ms, Median = 378.216 ms, Q3 = 385.763 ms, Max = 392.938 ms
IQR = 9.537 ms, LowerFence = 361.922 ms, UpperFence = 400.068 ms
ConfidenceInterval = [374.501 ms; 387.748 ms] (CI 99.9%), Margin = 6.623 ms (1.74% of Mean)
Skewness = 0.45, Kurtosis = 1.84, MValue = 2
-------------------- Histogram --------------------
[367.140 ms ; 380.382 ms) | @@@@@@@@@@
[380.382 ms ; 396.410 ms) | @@@@@@@
---------------------------------------------------

BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=100]
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 244.580 ms, StdErr = 1.431 ms (0.59%), N = 85, StdDev = 13.195 ms
Min = 231.864 ms, Q1 = 235.370 ms, Median = 237.857 ms, Q3 = 251.432 ms, Max = 290.111 ms
IQR = 16.061 ms, LowerFence = 211.278 ms, UpperFence = 275.524 ms
ConfidenceInterval = [239.699 ms; 249.460 ms] (CI 99.9%), Margin = 4.881 ms (2.00% of Mean)
Skewness = 1.36, Kurtosis = 4.15, MValue = 2.17
-------------------- Histogram --------------------
[231.814 ms ; 239.692 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[239.692 ms ; 248.896 ms) | @@@@@@@@@@@@@
[248.896 ms ; 258.337 ms) | @@@@@@@@
[258.337 ms ; 266.215 ms) | @@@@@@@@@@
[266.215 ms ; 274.285 ms) | @@@
[274.285 ms ; 284.969 ms) | @@
[284.969 ms ; 294.050 ms) | @
---------------------------------------------------

BenchmarkHarness.RestGetSmallPayloadAsync: DefaultJob [IterationCount=200]
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 818.961 ms, StdErr = 6.564 ms (0.80%), N = 98, StdDev = 64.976 ms
Min = 727.022 ms, Q1 = 758.828 ms, Median = 813.868 ms, Q3 = 856.235 ms, Max = 980.433 ms
IQR = 97.407 ms, LowerFence = 612.718 ms, UpperFence = 1,002.345 ms
ConfidenceInterval = [796.686 ms; 841.235 ms] (CI 99.9%), Margin = 22.274 ms (2.72% of Mean)
Skewness = 0.57, Kurtosis = 2.41, MValue = 3.1
-------------------- Histogram --------------------
[708.525 ms ; 739.144 ms) | @@@
[739.144 ms ; 776.139 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[776.139 ms ; 805.331 ms) | @@@@@@@@
[805.331 ms ; 842.325 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@
[842.325 ms ; 887.680 ms) | @@@@@@@@@@@@@@@@
[887.680 ms ; 933.524 ms) | @@@@@@@@@@
[933.524 ms ; 985.022 ms) | @@@@@
---------------------------------------------------

BenchmarkHarness.GrpcGetSmallPayloadAsync: DefaultJob [IterationCount=200]
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 509.716 ms, StdErr = 2.938 ms (0.58%), N = 81, StdDev = 26.438 ms
Min = 479.743 ms, Q1 = 486.681 ms, Median = 501.500 ms, Q3 = 528.010 ms, Max = 573.001 ms
IQR = 41.329 ms, LowerFence = 424.688 ms, UpperFence = 590.004 ms
ConfidenceInterval = [499.680 ms; 519.752 ms] (CI 99.9%), Margin = 10.036 ms (1.97% of Mean)
Skewness = 0.69, Kurtosis = 2.34, MValue = 2.27
-------------------- Histogram --------------------
[479.563 ms ; 495.603 ms) | @@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
[495.603 ms ; 514.013 ms) | @@@@@@@@@@
[514.013 ms ; 530.053 ms) | @@@@@@@@@@@@@@@
[530.053 ms ; 547.074 ms) | @@@@@@@@@@@@
[547.074 ms ; 581.021 ms) | @@@@@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.12.1, OS=macOS Catalina 10.15.7 (19H2) [Darwin 19.6.0]
Intel Core i5-4260U CPU 1.40GHz (Haswell), 1 CPU, 4 logical and 2 physical cores
.NET Core SDK=5.0.100
  [Host]     : .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
  DefaultJob : .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT


|                   Method | IterationCount |     Mean |    Error |   StdDev |   Median |
|------------------------- |--------------- |---------:|---------:|---------:|---------:|
| RestGetSmallPayloadAsync |            100 | 381.1 ms |  6.62 ms |  6.80 ms | 378.2 ms |
| GrpcGetSmallPayloadAsync |            100 | 244.6 ms |  4.88 ms | 13.20 ms | 237.9 ms |
| RestGetSmallPayloadAsync |            200 | 819.0 ms | 22.27 ms | 64.98 ms | 813.9 ms |
| GrpcGetSmallPayloadAsync |            200 | 509.7 ms | 10.04 ms | 26.44 ms | 501.5 ms |

// * Warnings *
MultimodalDistribution
  BenchmarkHarness.RestGetSmallPayloadAsync: Default -> It seems that the distribution can have several modes (mValue = 3.1)

// * Hints *
Outliers
  BenchmarkHarness.RestGetSmallPayloadAsync: Default -> 2 outliers were removed (412.95 ms, 455.16 ms)
  BenchmarkHarness.GrpcGetSmallPayloadAsync: Default -> 8 outliers were removed (299.04 ms..332.75 ms)
  BenchmarkHarness.RestGetSmallPayloadAsync: Default -> 2 outliers were removed (1.28 s, 1.84 s)
  BenchmarkHarness.GrpcGetSmallPayloadAsync: Default -> 4 outliers were removed (601.56 ms..1.12 s)

// * Legends *
  IterationCount : Value of the 'IterationCount' parameter
  Mean           : Arithmetic mean of all measurements
  Error          : Half of 99.9% confidence interval
  StdDev         : Standard deviation of all measurements
  Median         : Value separating the higher half of all measurements (50th percentile)
  1 ms           : 1 Millisecond (0.001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:03:08 (188.8 sec), executed benchmarks: 4

Global total time: 00:03:18 (198.9 sec), executed benchmarks: 4
// * Artifacts cleanup *
